order_id,data,produto,categoria,quantidade,preco_unitario,custo_unitario,receita_bruta,desconto_valor,total_venda,lucro
V000176,2025-12-10,Ovos Brancos Dúzia,Outros,6,12.4,8.25,74.4,7.44,66.96,17.46
V000236,2025-12-11,Iogurte Natural 170g,Laticínios,1,24.11,17.85,24.11,1.21,22.9,5.05
V000539,2025-12-11,Macarrão Espaguete 500g,Outros,4,11.29,7.64,45.16,4.52,40.64,10.08
V000618,2025-12-11,Condicionador 400ml,Higiene,3,29.12,20.9,87.36,0.0,87.36,24.66
V000156,2025-12-11,Vinho Branco Seco,Bebidas,3,80.52,54.76,241.56,24.16,217.4,53.12
V000478,2025-12-12,Fralda Infantil P,Outros,4,116.23,87.92,464.92,23.25,441.67,89.99
V000290,2025-12-13,Macarrão Penne 500g,Outros,6,57.89,41.86,347.34,0.0,347.34,96.18
V000449,2025-12-14,Pão de Hambúrguer,Padaria,3,83.03,63.9,249.09,24.91,224.18,32.48
V000006,2025-12-15,Refrigerante Guaraná 2L,Bebidas,3,35.51,22.84,106.53,5.33,101.2,32.68
V000161,2025-12-16,Vinho Tinto Seco,Bebidas,1,6.38,4.63,6.38,0.0,6.38,1.75
V000536,2025-12-17,Pão Francês (kg),Padaria,4,79.69,59.03,318.76,0.0,318.76,82.64
V000149,2025-12-17,Ovos Caipira Dúzia,Outros,3,61.56,43.02,184.68,0.0,184.68,55.62
V000203,2025-12-18,Queijo Prato (kg),Laticínios,6,50.77,31.88,304.62,0.0,304.62,113.34
V000710,2025-12-18,Macarrão Penne 500g,Outros,4,100.19,62.22,400.76,40.08,360.68,111.8
V000784,2025-12-20,Refrigerante Laranja 2L,Bebidas,6,98.56,60.56,591.36,59.14,532.22,168.86
V000713,2025-12-21,Margarina Light 500g,Laticínios,3,21.76,15.44,65.28,0.0,65.28,18.96
V000501,2025-12-21,Leite Desnatado 1L,Laticínios,5,14.9,11.54,74.5,0.0,74.5,16.8
V000588,2025-12-22,Shampoo 400ml,Higiene,1,28.16,21.72,28.16,0.0,28.16,6.44
V000505,2025-12-23,Queijo Prato (kg),Laticínios,5,72.05,52.92,360.25,18.01,342.24,77.64
V000442,2025-12-25,Extrato de Tomate 140g,Outros,1,28.59,19.76,28.59,0.0,28.59,8.83
V000118,2025-12-25,Extrato de Tomate 140g,Outros,4,23.61,16.63,94.44,9.44,85.0,18.48
V000359,2025-12-26,Guardanapo 50un,Outros,3,58.56,35.33,175.68,8.78,166.9,60.91
V000624,2025-12-26,Ração para Gatos 3kg,Pets,6,88.33,58.93,529.98,0.0,529.98,176.4
V000162,2025-12-27,Arroz Integral 1kg,Alimentos Básicos,3,67.45,47.92,202.35,0.0,202.35,58.59
V000126,2025-12-29,Vinho Tinto Seco,Bebidas,4,95.77,59.24,383.08,0.0,383.08,146.12
V000579,2025-12-29,Iogurte Integral 170g,Laticínios,1,8.14,5.26,8.14,0.81,7.33,2.07
V000324,2025-12-29,Fralda Infantil P,Outros,2,95.86,67.27,191.72,0.0,191.72,57.18
V000524,2025-12-29,Linguiça Toscana (kg),Carnes,2,92.09,67.71,184.18,9.21,174.97,39.55
V000356,2025-12-31,Salsicha Hot Dog,Alimentos Básicos,4,63.76,40.16,255.04,25.5,229.54,68.9
V000683,2025-12-31,Pão de Hambúrguer,Padaria,6,65.55,49.62,393.3,39.33,353.97,56.25
